Freq.	V(verr)/V(x)
1.94984459975800e+006	(-4.77148907363107e+001dB,-6.79420589358865e+001°)
1.99526231496883e+006	(-4.82678906764988e+001dB,-6.91847528481110e+001°)
2.04173794466948e+006	(-4.88241426222063e+001dB,-7.04271727047121e+001°)
2.08929613085399e+006	(-4.93836436102613e+001dB,-7.16691182402241e+001°)
2.13796208950218e+006	(-4.99463896174269e+001dB,-7.29103891397011e+001°)
2.18776162394950e+006	(-5.05123755861909e+001dB,-7.41507848376630e+001°)
2.23872113856829e+006	(-5.10815954450830e+001dB,-7.53901042418574e+001°)
2.29086765276772e+006	(-5.16540421223581e+001dB,-7.66281453814282e+001°)
2.34422881531987e+006	(-5.22297075519029e+001dB,-7.78647049793730e+001°)
2.39883291901944e+006	(-5.28085826702561e+001dB,-7.90995779493836e+001°)
2.45470891568497e+006	(-5.33906574036685e+001dB,-8.03325568172908e+001°)
2.51188643150952e+006	(-5.39759206441688e+001dB,-8.15634310673568e+001°)
2.57039578276880e+006	(-5.45643602136503e+001dB,-8.27919864135753e+001°)
2.63026799189532e+006	(-5.51559628150413e+001dB,-8.40180039959351e+001°)
2.69153480392685e+006	(-5.57507139696723e+001dB,-8.52412595012693e+001°)
2.75422870333810e+006	(-5.63485979400048e+001dB,-8.64615222078457e+001°)
2.81838293126439e+006	(-5.69495976369336e+001dB,-8.76785539522397e+001°)
2.88403150312654e+006	(-5.75536945109211e+001dB,-8.88921080162641e+001°)
2.95120922666632e+006	(-5.81608684262612e+001dB,-9.01019279308096e+001°)
3.01995172040195e+006	(-5.87710975178036e+001dB,-9.13077461923565e+001°)
3.09029543251352e+006	(-5.93843580294914e+001dB,-9.25092828866621e+001°)
3.16227766016831e+006	(-6.00006241340803e+001dB,-9.37062442126930e+001°)
3.23593656929621e+006	(-6.06198677334015e+001dB,-9.48983208982635e+001°)
3.31131121482583e+006	(-6.12420582385164e+001dB,-9.60851864970504e+001°)
3.38844156139195e+006	(-6.18671623290726e+001dB,-9.72664955546938e+001°)
3.46736850452523e+006	(-6.24951436911110e+001dB,-9.84418816295537e+001°)
3.54813389233567e+006	(-6.31259627324919e+001dB,-9.96109551513914e+001°)
3.63078054770093e+006	(-6.37595762749907e+001dB,-1.00773301098789e+002°)
3.71535229097164e+006	(-6.43959372219714e+001dB,-1.01928476473528e+002°)
3.80189396320552e+006	(-6.50349942003537e+001dB,-1.03076007547444e+002°)
3.89045144994271e+006	(-6.56766911753651e+001dB,-1.04215386854488e+002°)
3.98107170553488e+006	(-6.63209670362833e+001dB,-1.05346069897904e+002°)
4.07380277804103e+006	(-6.69677551510333e+001dB,-1.06467471539635e+002°)
4.16869383470326e+006	(-6.76169828870952e+001dB,-1.07578962036338e+002°)
4.26579518801583e+006	(-6.82685710956828e+001dB,-1.08679862683883e+002°)
4.36515832240156e+006	(-6.89224335555736e+001dB,-1.09769441029960e+002°)
4.46683592150952e+006	(-6.95784763722691e+001dB,-1.10846905612644e+002°)
4.57088189614864e+006	(-7.02365973273463e+001dB,-1.11911400181621e+002°)
4.67735141287187e+006	(-7.08966851718790e+001dB,-1.12961997358475e+002°)
4.78630092322627e+006	(-7.15586188566607e+001dB,-1.13997691693326e+002°)
4.89778819368434e+006	(-7.22222666905967e+001dB,-1.15017392077474e+002°)
5.01187233627260e+006	(-7.28874854170371e+001dB,-1.16019913476043e+002°)
5.12861383991352e+006	(-7.35541191959418e+001dB,-1.17003967951479e+002°)
5.24807460249760e+006	(-7.42219984775796e+001dB,-1.17968154958754e+002°)
5.37031796370240e+006	(-7.48909387509133e+001dB,-1.18910950907207e+002°)
5.49540873857611e+006	(-7.55607391468783e+001dB,-1.19830698002954e+002°)
5.62341325190336e+006	(-7.62311808734032e+001dB,-1.20725592411171e+002°)
5.75439937337143e+006	(-7.69020254552117e+001dB,-1.21593671810533e+002°)
5.88843655355575e+006	(-7.75730127472269e+001dB,-1.22432802454683e+002°)
6.02559586074343e+006	(-7.82438586857934e+001dB,-1.23240665909767e+002°)
6.16595001861467e+006	(-7.89142527370851e+001dB,-1.24014745705299e+002°)
6.30957344480178e+006	(-7.95838549971786e+001dB,-1.24752314220896e+002°)
6.45654229034640e+006	(-8.02522928936909e+001dB,-1.25450420236728e+002°)
6.60693448007580e+006	(-8.09191574351371e+001dB,-1.26105877704517e+002°)
6.76082975391965e+006	(-8.15839989520791e+001dB,-1.26715256452207e+002°)
6.91830970918920e+006	(-8.22463222747732e+001dB,-1.27274875722100e+002°)
7.07945784384121e+006	(-8.29055812970191e+001dB,-1.27780801662388e+002°)
7.24435960074972e+006	(-8.35611728872791e+001dB,-1.28228850146154e+002°)
7.41310241300899e+006	(-8.42124301286196e+001dB,-1.28614596578394e+002°)
7.58577575029165e+006	(-8.48586149020415e+001dB,-1.28933394663655e+002°)
7.76247116628673e+006	(-8.54989098774038e+001dB,-1.29180406430433e+002°)
7.94328234724262e+006	(-8.61324100470160e+001dB,-1.29350646118335e+002°)
8.12830516164079e+006	(-8.67581140340457e+001dB,-1.29439040790915e+002°)
8.31763771102650e+006	(-8.73749155353437e+001dB,-1.29440510680944e+002°)
8.51138038202355e+006	(-8.79815954189460e+001dB,-1.29350072223349e+002°)
8.70963589956059e+006	(-8.85768151892672e+001dB,-1.29162966373689e+002°)
8.91250938133723e+006	(-8.91591127511816e+001dB,-1.28874814014879e+002°)
9.12010839355887e+006	(-8.97269016313180e+001dB,-1.28481798871846e+002°)
9.33254300796968e+006	(-9.02784750225955e+001dB,-1.27980876244417e+002°)
9.54992586021412e+006	(-9.08120161623158e+001dB,-1.27370002937522e+002°)
9.77237220955786e+006	(-9.13256165759083e+001dB,-1.26648380024367e+002°)
9.99999999999975e+006	(-9.18173035473714e+001dB,-1.25816695705380e+002°)
1.02329299228073e+007	(-9.22850777431290e+001dB,-1.24877350951574e+002°)
1.04712854805087e+007	(-9.27269611672908e+001dB,-1.23834646561577e+002°)
1.07151930523758e+007	(-9.31410545573488e+001dB,-1.22694907696108e+002°)
1.09647819614316e+007	(-9.35256020078512e+001dB,-1.21466521993699e+002°)
1.12201845430194e+007	(-9.38790591953488e+001dB,-1.20159871002401e+002°)
1.14815362149685e+007	(-9.42001603178686e+001dB,-1.18787142384887e+002°)
1.17489755493950e+007	(-9.44879780536740e+001dB,-1.17362021836604e+002°)
1.20226443461738e+007	(-9.47419707605442e+001dB,-1.15899277526670e+002°)
1.23026877081235e+007	(-9.49620119383023e+001dB,-1.14414263828472e+002°)
1.25892541179414e+007	(-9.51483986347758e+001dB,-1.12922382397139e+002°)
1.28824955169310e+007	(-9.53018377454647e+001dB,-1.11438544808980e+002°)
1.31825673855637e+007	(-9.54234116309531e+001dB,-1.09976680591031e+002°)
1.34896288259162e+007	(-9.55145266854027e+001dB,-1.08549327632520e+002°)
1.38038426460285e+007	(-9.55768500422540e+001dB,-1.07167330266618e+002°)
1.41253754462272e+007	(-9.56122402818314e+001dB,-1.05839656279094e+002°)
1.44543977074589e+007	(-9.56226778084773e+001dB,-1.04573330474384e+002°)
1.47910838816817e+007	(-9.56101996720742e+001dB,-1.03373471408271e+002°)
1.51356124843617e+007	(-9.55768423018880e+001dB,-1.02243410715154e+002°)
1.54881661891244e+007	(-9.55245941949906e+001dB,-1.01184871330201e+002°)
1.58489319246107e+007	(-9.54553592943305e+001dB,-1.00198181246957e+002°)
1.62181009735889e+007	(-9.53709307518146e+001dB,-9.92825022433972e+001°)
1.65958690743752e+007	(-9.52729740556044e+001dB,-9.84360571480410e+001°)
1.69824365246170e+007	(-9.51630180970616e+001dB,-9.76563437568308e+001°)
1.73780082874933e+007	(-9.50424526048784e+001dB,-9.69403277726570e+001°)
1.77827941003888e+007	(-9.49125304118171e+001dB,-9.62846107337056e+001°)
1.81970085860994e+007	(-9.47743731731870e+001dB,-9.56855716691628e+001°)
1.86208713666282e+007	(-9.46289793685496e+001dB,-9.51394831818652e+001°)
1.90546071796320e+007	(-9.44772336465375e+001dB,-9.46426039113607e+001°)
1.94984459975799e+007	(-9.43199167910599e+001dB,-9.41912500229062e+001°)
1.99526231496883e+007	(-9.41577157789506e+001dB,-9.37818486451107e+001°)
2.04173794466948e+007	(-9.39912335598453e+001dB,-9.34109761736460e+001°)
2.08929613085399e+007	(-9.38209983160744e+001dB,-9.30753841755385e+001°)
2.13796208950218e+007	(-9.36474720586404e+001dB,-9.27720153487856e+001°)
2.18776162394950e+007	(-9.34710584870954e+001dB,-9.24980116704691e+001°)
2.23872113856828e+007	(-9.32921100924571e+001dB,-9.22507165407928e+001°)
2.29086765276771e+007	(-9.31109345171464e+001dB,-9.20276724227605e+001°)
2.34422881531986e+007	(-9.29278002084013e+001dB,-9.18266151997299e+001°)
2.39883291901943e+007	(-9.27429414145256e+001dB,-9.16454662308594e+001°)
2.45470891568497e+007	(-9.25565625803152e+001dB,-9.14823228784822e+001°)
2.51188643150951e+007	(-9.23688421999597e+001dB,-9.13354481093890e+001°)
2.57039578276880e+007	(-9.21799361847815e+001dB,-9.12032596307615e+001°)
2.63026799189531e+007	(-9.19899808003958e+001dB,-9.10843189071037e+001°)
2.69153480392684e+007	(-9.17990952242583e+001dB,-9.09773203130167e+001°)
2.75422870333809e+007	(-9.16073837695872e+001dB,-9.08810806041764e+001°)
2.81838293126438e+007	(-9.14149378177728e+001dB,-9.07945288323126e+001°)
2.88403150312653e+007	(-9.12218374961707e+001dB,-9.07166967860764e+001°)
2.95120922666631e+007	(-9.10281531344739e+001dB,-9.06467100062592e+001°)
3.01995172040194e+007	(-9.08339465286799e+001dB,-9.05837793985381e+001°)
3.09029543251351e+007	(-9.06392720378716e+001dB,-9.05271934482010e+001°)
3.16227766016830e+007	(-9.04441775362148e+001dB,-9.04763110277286e+001°)
3.23593656929620e+007	(-9.02487052393885e+001dB,-9.04305547784783e+001°)
3.31131121482582e+007	(-9.00528924222494e+001dB,-9.03894050411866e+001°)
3.38844156139194e+007	(-8.98567720422377e+001dB,-9.03523943058314e+001°)
3.46736850452522e+007	(-8.96603732811700e+001dB,-9.03191021489976e+001°)
3.54813389233566e+007	(-8.94637220163768e+001dB,-9.02891506258214e+001°)
3.63078054770092e+007	(-8.92668412304646e+001dB,-9.02622000835032e+001°)
3.71535229097163e+007	(-8.90697513680477e+001dB,-9.02379453639974e+001°)
3.80189396320551e+007	(-8.88724706463754e+001dB,-9.02161123645915e+001°)
3.89045144994270e+007	(-8.86750153260754e+001dB,-9.01964549265371e+001°)
3.98107170553487e+007	(-8.84773999471769e+001dB,-9.01787520235357e+001°)
4.07380277804102e+007	(-8.82796375349828e+001dB,-9.01628052236492e+001°)
4.16869383470324e+007	(-8.80817397799720e+001dB,-9.01484364000197e+001°)
4.26579518801581e+007	(-8.78837171947841e+001dB,-9.01354856675824e+001°)
4.36515832240154e+007	(-8.76855792515856e+001dB,-9.01238095247270e+001°)
4.46683592150951e+007	(-8.74873345021905e+001dB,-9.01132791805611e+001°)
4.57088189614863e+007	(-8.72889906832168e+001dB,-9.01037790500545e+001°)
4.67735141287186e+007	(-8.70905548082611e+001dB,-9.00952054008633e+001°)
4.78630092322625e+007	(-8.68920332486897e+001dB,-9.00874651370719e+001°)
4.89778819368433e+007	(-8.66934318045382e+001dB,-9.00804747064181e+001°)
5.01187233627259e+007	(-8.64947557667852e+001dB,-9.00741591187992e+001°)
5.12861383991351e+007	(-8.62960099721036e+001dB,-9.00684510649992e+001°)
5.24807460249758e+007	(-8.60971988510503e+001dB,-9.00632901256156e+001°)
5.37031796370238e+007	(-8.58983264704732e+001dB,-9.00586220611279e+001°)
5.49540873857610e+007	(-8.56993965709126e+001dB,-9.00543981749165e+001°)
5.62341325190334e+007	(-8.55004125996587e+001dB,-9.00505747418491e+001°)
5.75439937337141e+007	(-8.53013777398709e+001dB,-9.00471124957636e+001°)
5.88843655355573e+007	(-8.51022949364458e+001dB,-9.00439761698461e+001°)
6.02559586074341e+007	(-8.49031669188228e+001dB,-9.00411340844936e+001°)
6.16595001861465e+007	(-8.47039962213144e+001dB,-9.00385577777949e+001°)
6.30957344480176e+007	(-8.45047852010669e+001dB,-9.00362216742482e+001°)
6.45654229034638e+007	(-8.43055360541215e+001dB,-9.00341027877830e+001°)
6.60693448007578e+007	(-8.41062508296418e+001dB,-9.00321804555450e+001°)
6.76082975391963e+007	(-8.39069314426838e+001dB,-9.00304360992671e+001°)
6.91830970918917e+007	(-8.37075796855284e+001dB,-9.00288530113741e+001°)
7.07945784384118e+007	(-8.35081972379062e+001dB,-9.00274161632570e+001°)
7.24435960074970e+007	(-8.33087856760847e+001dB,-9.00261120334209e+001°)
7.41310241300897e+007	(-8.31093464811156e+001dB,-9.00249284534410e+001°)
7.58577575029163e+007	(-8.29098810461574e+001dB,-9.00238544698808e+001°)
7.76247116628670e+007	(-8.27103906831752e+001dB,-9.00228802205094e+001°)
7.94328234724259e+007	(-8.25108766289561e+001dB,-9.00219968233345e+001°)
8.12830516164077e+007	(-8.23113400505142e+001dB,-9.00211962771158e+001°)
8.31763771102648e+007	(-8.21117820500568e+001dB,-9.00204713721649e+001°)
8.51138038202353e+007	(-8.19122036694531e+001dB,-9.00198156103619e+001°)
8.70963589956056e+007	(-8.17126058943380e+001dB,-9.00192231334266e+001°)
8.91250938133721e+007	(-8.15129896578161e+001dB,-9.00186886585891e+001°)
9.12010839355884e+007	(-8.13133558438953e+001dB,-9.00182074208868e+001°)
9.33254300796965e+007	(-8.11137052905990e+001dB,-9.00177751213990e+001°)
9.54992586021409e+007	(-8.09140387928492e+001dB,-9.00173878808020e+001°)
9.77237220955783e+007	(-8.07143571050639e+001dB,-9.00170421976922e+001°)
1.00000000000000e+008	(-8.05146609436427e+001dB,-9.00167349111790e+001°)
Step Information: Rload=60  (Run: 2/2)
1.00000000000000e-001	(9.97491859801814e+001dB,1.03120385731344e+002°)
1.02329299228075e-001	(9.95592590007025e+001dB,1.02832031608908e+002°)
1.04712854805090e-001	(9.93689005198077e+001dB,1.02549608117576e+002°)
1.07151930523761e-001	(9.91781281236947e+001dB,1.02273020531824e+002°)
1.09647819614318e-001	(9.89869587575276e+001dB,1.02002173884063e+002°)
1.12201845430196e-001	(9.87954087423786e+001dB,1.01736973103012e+002°)
1.14815362149688e-001	(9.86034937922976e+001dB,1.01477323142725e+002°)
1.17489755493953e-001	(9.84112290314415e+001dB,1.01223129102708e+002°)
1.20226443461741e-001	(9.82186290112064e+001dB,1.00974296339450e+002°)
1.23026877081238e-001	(9.80257077273079e+001dB,1.00730730569756e+002°)
1.25892541179417e-001	(9.78324786367600e+001dB,1.00492337966293e+002°)
1.28824955169313e-001	(9.76389546747134e+001dB,1.00259025245667e+002°)
1.31825673855641e-001	(9.74451482711112e+001dB,1.00030699749409e+002°)
1.34896288259165e-001	(9.72510713671309e+001dB,9.98072695182448e+001°)
1.38038426460288e-001	(9.70567354313814e+001dB,9.95886433599970e+001°)
1.41253754462275e-001	(9.68621514758314e+001dB,9.93747309114194e+001°)
1.44543977074593e-001	(9.66673300714448e+001dB,9.91654426943498e+001°)
1.47910838816821e-001	(9.64722813635057e+001dB,9.89606901664638e+001°)
1.51356124843621e-001	(9.62770150866172e+001dB,9.87603857669438e+001°)
1.54881661891248e-001	(9.60815405793606e+001dB,9.85644429573798e+001°)
1.58489319246111e-001	(9.58858667986038e+001dB,9.83727762581727e+001°)
1.62181009735893e-001	(9.56900023334529e+001dB,9.81853012807077e+001°)
1.65958690743756e-001	(9.54939554188374e+001dB,9.80019347555900e+001°)
1.69824365246174e-001	(9.52977339487289e+001dB,9.78225945571695e+001°)
1.73780082874937e-001	(9.51013454889869e+001dB,9.76471997246046e+001°)
1.77827941003892e-001	(9.49047972898331e+001dB,9.74756704796952e+001°)
1.81970085860998e-001	(9.47080962979540e+001dB,9.73079282417102e+001°)
1.86208713666287e-001	(9.45112491682328e+001dB,9.71438956393952e+001°)
1.90546071796325e-001	(9.43142622751139e+001dB,9.69834965203941e+001°)
1.94984459975804e-001	(9.41171417236033e+001dB,9.68266559582289e+001°)
1.99526231496888e-001	(9.39198933599096e+001dB,9.66733002570555e+001°)
2.04173794466953e-001	(9.37225227817297e+001dB,9.65233569543342e+001°)
2.08929613085404e-001	(9.35250353481875e+001dB,9.63767548215845e+001°)
2.13796208950223e-001	(9.33274361894283e+001dB,9.62334238633801e+001°)
2.18776162394955e-001	(9.31297302158790e+001dB,9.60932953147078e+001°)
2.23872113856834e-001	(9.29319221271796e+001dB,9.59563016368390e+001°)
2.29086765276777e-001	(9.27340164207935e+001dB,9.58223765118285e+001°)
2.34422881531992e-001	(9.25360174003047e+001dB,9.56914548357716e+001°)
2.39883291901949e-001	(9.23379291834099e+001dB,9.55634727109017e+001°)
2.45470891568503e-001	(9.21397557096132e+001dB,9.54383674366699e+001°)
2.51188643150958e-001	(9.19415007476317e+001dB,9.53160774998676e+001°)
2.57039578276886e-001	(9.17431679025199e+001dB,9.51965425639059e+001°)
2.63026799189538e-001	(9.15447606225226e+001dB,9.50797034573281e+001°)
2.69153480392691e-001	(9.13462822056619e+001dB,9.49655021616316e+001°)
2.75422870333816e-001	(9.11477358060689e+001dB,9.48538817984826e+001°)
2.81838293126445e-001	(9.09491244400672e+001dB,9.47447866163809e+001°)
2.88403150312660e-001	(9.07504509920162e+001dB,9.46381619768456e+001°)
2.95120922666638e-001	(9.05517182199221e+001dB,9.45339543401858e+001°)
3.01995172040201e-001	(9.03529287608253e+001dB,9.44321112508983e+001°)
3.09029543251359e-001	(9.01540851359703e+001dB,9.43325813227611e+001°)
3.16227766016837e-001	(8.99551897557675e+001dB,9.42353142236505e+001°)
3.23593656929628e-001	(8.97562449245523e+001dB,9.41402606601516e+001°)
3.31131121482591e-001	(8.95572528451508e+001dB,9.40473723619759e+001°)
3.38844156139202e-001	(8.93582156232573e+001dB,9.39566020662447e+001°)
3.46736850452531e-001	(8.91591352716320e+001dB,9.38679035016638e+001°)
3.54813389233575e-001	(8.89600137141241e+001dB,9.37812313726244e+001°)
3.63078054770101e-001	(8.87608527895288e+001dB,9.36965413432624e+001°)
3.71535229097172e-001	(8.85616542552821e+001dB,9.36137900214913e+001°)
3.80189396320560e-001	(8.83624197910016e+001dB,9.35329349430568e+001°)
3.89045144994280e-001	(8.81631510018784e+001dB,9.34539345556133e+001°)
3.98107170553496e-001	(8.79638494219261e+001dB,9.33767482028565e+001°)
4.07380277804112e-001	(8.77645165170918e+001dB,9.33013361087288e+001°)
4.16869383470335e-001	(8.75651536882359e+001dB,9.32276593617114e+001°)
4.26579518801592e-001	(8.73657622739849e+001dB,9.31556798992246e+001°)
4.36515832240165e-001	(8.71663435534621e+001dB,9.30853604921485e+001°)
4.46683592150962e-001	(8.69668987489023e+001dB,9.30166647294740e+001°)
4.57088189614874e-001	(8.67674290281538e+001dB,9.29495570031036e+001°)
4.67735141287197e-001	(8.65679355070732e+001dB,9.28840024928047e+001°)
4.78630092322637e-001	(8.63684192518172e+001dB,9.28199671513299e+001°)
4.89778819368445e-001	(8.61688812810354e+001dB,9.27574176897119e+001°)
5.01187233627271e-001	(8.59693225679683e+001dB,9.26963215627371e+001°)
5.12861383991364e-001	(8.57697440424546e+001dB,9.26366469546114e+001°)
5.24807460249771e-001	(8.55701465928513e+001dB,9.25783627648204e+001°)
5.37031796370252e-001	(8.53705310678704e+001dB,9.25214385941829e+001°)
5.49540873857623e-001	(8.51708982783356e+001dB,9.24658447311151e+001°)
5.62341325190348e-001	(8.49712489988630e+001dB,9.24115521380993e+001°)
5.75439937337156e-001	(8.47715839694673e+001dB,9.23585324383631e+001°)
5.88843655355588e-001	(8.45719038970991e+001dB,9.23067579027699e+001°)
6.02559586074356e-001	(8.43722094571139e+001dB,9.22562014369308e+001°)
6.16595001861481e-001	(8.41725012946772e+001dB,9.22068365685254e+001°)
6.30957344480192e-001	(8.39727800261082e+001dB,9.21586374348468e+001°)
6.45654229034654e-001	(8.37730462401640e+001dB,9.21115787705606e+001°)
6.60693448007594e-001	(8.35733004992675e+001dB,9.20656358956874e+001°)
6.76082975391980e-001	(8.33735433406815e+001dB,9.20207847038011e+001°)
6.91830970918935e-001	(8.31737752776309e+001dB,9.19770016504473e+001°)
7.07945784384136e-001	(8.29739968003753e+001dB,9.19342637417807e+001°)
7.24435960074988e-001	(8.27742083772347e+001dB,9.18925485234194e+001°)
7.41310241300916e-001	(8.25744104555697e+001dB,9.18518340695151e+001°)
7.58577575029182e-001	(8.23746034627180e+001dB,9.18120989720413e+001°)
7.76247116628690e-001	(8.21747878068902e+001dB,9.17733223302928e+001°)
7.94328234724279e-001	(8.19749638780256e+001dB,9.17354837405984e+001°)
8.12830516164097e-001	(8.17751320486101e+001dB,9.16985632862453e+001°)
8.31763771102669e-001	(8.15752926744582e+001dB,9.16625415276121e+001°)
8.51138038202374e-001	(8.13754460954596e+001dB,9.16273994925073e+001°)
8.70963589956078e-001	(8.11755926362938e+001dB,9.15931186667143e+001°)
8.91250938133743e-001	(8.09757326071122e+001dB,9.15596809847390e+001°)
9.12010839355907e-001	(8.07758663041900e+001dB,9.15270688207560e+001°)
9.33254300796988e-001	(8.05759940105499e+001dB,9.14952649797569e+001°)
9.54992586021433e-001	(8.03761159965572e+001dB,9.14642526888886e+001°)
9.77237220955808e-001	(8.01762325204889e+001dB,9.14340155889905e+001°)
9.99999999999997e-001	(7.99763438290779e+001dB,9.14045377263187e+001°)
1.02329299228075e+000	(7.97764501580321e+001dB,9.13758035444612e+001°)
1.04712854805090e+000	(7.95765517325319e+001dB,9.13477978764373e+001°)
1.07151930523760e+000	(7.93766487677040e+001dB,9.13205059369804e+001°)
1.09647819614318e+000	(7.91767414690753e+001dB,9.12939133150021e+001°)
1.12201845430196e+000	(7.89768300330065e+001dB,9.12680059662355e+001°)
1.14815362149688e+000	(7.87769146471059e+001dB,9.12427702060512e+001°)
1.17489755493953e+000	(7.85769954906255e+001dB,9.12181927024493e+001°)
1.20226443461741e+000	(7.83770727348393e+001dB,9.11942604692207e+001°)
1.23026877081238e+000	(7.81771465434047e+001dB,9.11709608592760e+001°)
1.25892541179416e+000	(7.79772170727084e+001dB,9.11482815581415e+001°)
1.28824955169313e+000	(7.77772844721961e+001dB,9.11262105776151e+001°)
1.31825673855640e+000	(7.75773488846886e+001dB,9.11047362495870e+001°)
1.34896288259165e+000	(7.73774104466836e+001dB,9.10838472200147e+001°)
1.38038426460288e+000	(7.71774692886437e+001dB,9.10635324430552e+001°)
1.41253754462275e+000	(7.69775255352723e+001dB,9.10437811753508e+001°)
1.44543977074592e+000	(7.67775793057777e+001dB,9.10245829704655e+001°)
1.47910838816820e+000	(7.65776307141242e+001dB,9.10059276734689e+001°)
1.51356124843620e+000	(7.63776798692738e+001dB,9.09878054156685e+001°)
1.54881661891248e+000	(7.61777268754164e+001dB,9.09702066094843e+001°)
1.58489319246111e+000	(7.59777718321900e+001dB,9.09531219434650e+001°)
1.62181009735892e+000	(7.57778148348917e+001dB,9.09365423774470e+001°)
1.65958690743755e+000	(7.55778559746792e+001dB,9.09204591378462e+001°)
1.69824365246174e+000	(7.53778953387638e+001dB,9.09048637130895e+001°)
1.73780082874937e+000	(7.51779330105948e+001dB,9.08897478491770e+001°)
1.77827941003892e+000	(7.49779690700359e+001dB,9.08751035453771e+001°)
1.81970085860998e+000	(7.47780035935350e+001dB,9.08609230500508e+001°)
1.86208713666286e+000	(7.45780366542850e+001dB,9.08471988566033e+001°)
1.90546071796324e+000	(7.43780683223795e+001dB,9.08339236995617e+001°)
1.94984459975804e+000	(7.41780986649611e+001dB,9.08210905507762e+001°)
1.99526231496887e+000	(7.39781277463632e+001dB,9.08086926157444e+001°)
2.04173794466952e+000	(7.37781556282464e+001dB,9.07967233300549e+001°)
2.08929613085403e+000	(7.35781823697294e+001dB,9.07851763559509e+001°)
2.13796208950222e+000	(7.33782080275138e+001dB,9.07740455790104e+001°)
2.18776162394954e+000	(7.31782326560044e+001dB,9.07633251049412e+001°)
2.23872113856833e+000	(7.29782563074241e+001dB,9.07530092564928e+001°)
2.29086765276776e+000	(7.27782790319251e+001dB,9.07430925704768e+001°)
2.34422881531991e+000	(7.25783008776949e+001dB,9.07335697949029e+001°)
2.39883291901948e+000	(7.23783218910582e+001dB,9.07244358862212e+001°)
2.45470891568502e+000	(7.21783421165750e+001dB,9.07156860066757e+001°)
2.51188643150957e+000	(7.19783615971356e+001dB,9.07073155217630e+001°)
2.57039578276885e+000	(7.17783803740508e+001dB,9.06993199977980e+001°)
2.63026799189537e+000	(7.15783984871399e+001dB,9.06916951995852e+001°)
2.69153480392690e+000	(7.13784159748148e+001dB,9.06844370881917e+001°)
2.75422870333815e+000	(7.11784328741615e+001dB,9.06775418188251e+001°)
2.81838293126444e+000	(7.09784492210189e+001dB,9.06710057388112e+001°)
2.88403150312659e+000	(7.07784650500545e+001dB,9.06648253856732e+001°)
2.95120922666637e+000	(7.05784803948377e+001dB,9.06589974853102e+001°)
3.01995172040200e+000	(7.03784952879116e+001dB,9.06535189502750e+001°)
3.09029543251358e+000	(7.01785097608614e+001dB,9.06483868781492e+001°)
3.16227766016836e+000	(6.99785238443817e+001dB,9.06435985500153e+001°)
3.23593656929627e+000	(6.97785375683411e+001dB,9.06391514290261e+001°)
3.31131121482590e+000	(6.95785509618462e+001dB,9.06350431590687e+001°)
3.38844156139201e+000	(6.93785640533028e+001dB,9.06312715635240e+001°)
3.46736850452530e+000	(6.91785768704761e+001dB,9.06278346441202e+001°)
3.54813389233574e+000	(6.89785894405501e+001dB,9.06247305798809e+001°)
3.63078054770100e+000	(6.87786017901846e+001dB,9.06219577261656e+001°)
3.71535229097171e+000	(6.85786139455720e+001dB,9.06195146138031e+001°)
3.80189396320559e+000	(6.83786259324929e+001dB,9.06173999483176e+001°)
3.89045144994279e+000	(6.81786377763706e+001dB,9.06156126092471e+001°)
3.98107170553495e+000	(6.79786495023254e+001dB,9.06141516495520e+001°)
4.07380277804111e+000	(6.77786611352270e+001dB,9.06130162951168e+001°)
4.16869383470333e+000	(6.75786726997483e+001dB,9.06122059443417e+001°)
4.26579518801590e+000	(6.73786842204169e+001dB,9.06117201678254e+001°)
4.36515832240164e+000	(6.71786957216677e+001dB,9.06115587081390e+001°)
4.46683592150961e+000	(6.69787072278939e+001dB,9.06117214796897e+001°)
4.57088189614873e+000	(6.67787187634999e+001dB,9.06122085686759e+001°)
4.67735141287196e+000	(6.65787303529519e+001dB,9.06130202331318e+001°)
4.78630092322636e+000	(6.63787420208305e+001dB,9.06141569030640e+001°)
4.89778819368444e+000	(6.61787537918826e+001dB,9.06156191806772e+001°)
5.01187233627270e+000	(6.59787656910736e+001dB,9.06174078406914e+001°)
5.12861383991362e+000	(6.57787777436409e+001dB,9.06195238307497e+001°)
5.24807460249770e+000	(6.55787899751469e+001dB,9.06219682719177e+001°)
5.37031796370250e+000	(6.53788024115337e+001dB,9.06247424592731e+001°)
5.49540873857622e+000	(6.51788150791774e+001dB,9.06278478625883e+001°)
5.62341325190346e+000	(6.49788280049447e+001dB,9.06312861271038e+001°)
5.75439937337154e+000	(6.47788412162495e+001dB,9.06350590743948e+001°)
5.88843655355586e+000	(6.45788547411112e+001dB,9.06391687033295e+001°)
6.02559586074354e+000	(6.43788686082139e+001dB,9.06436171911220e+001°)
6.16595001861479e+000	(6.41788828469674e+001dB,9.06484068944781e+001°)
6.30957344480190e+000	(6.39788974875693e+001dB,9.06535403508352e+001°)
6.45654229034652e+000	(6.37789125610696e+001dB,9.06590202796978e+001°)
6.60693448007592e+000	(6.35789280994356e+001dB,9.06648495840686e+001°)
6.76082975391978e+000	(6.33789441356204e+001dB,9.06710313519751e+001°)
6.91830970918932e+000	(6.31789607036327e+001dB,9.06775688580943e+001°)
7.07945784384134e+000	(6.29789778386083e+001dB,9.06844655654746e+001°)
